x,y,z,vx,vy,vz,gmag,bprp
-8.253,0.023,-0.012,14.111,247.527,3.536,7.093,1.461
-8.312,-0.058,-0.002,-16.636,229.347,3.974,5.337,0.759
-8.347,-0.019,-0.014,22.869,215.310,4.752,4.918,0.819
-8.273,0.035,0.081,12.333,233.231,-9.727,9.033,2.225
-8.257,0.001,-0.022,-0.429,245.768,-34.124,7.948,1.792
-8.251,0.044,0.041,90.579,246.021,13.871,5.241,0.959
-8.252,0.040,0.006,20.135,214.227,-3.728,2.836,0.700
-8.277,0.055,0.061,-28.155,222.633,1.905,7.802,2.054
-8.259,-0.052,0.037,-14.039,240.278,5.589,7.281,1.546
-8.366,0.002,0.021,41.475,201.661,18.696,5.232,0.984
-8.251,0.017,-0.013,100.639,232.526,-16.490,8.344,1.911
-8.320,-0.052,-0.007,30.285,202.761,-14.185,7.576,1.801
-8.240,0.016,0.005,-15.251,238.985,0.128,4.593,0.792
-8.292,0.066,0.036,8.791,220.354,16.578,8.753,2.285
-8.340,-0.020,0.080,-2.883,253.174,-14.075,6.627,1.290
-8.283,0.004,-0.035,-26.698,197.111,-9.250,7.929,1.917
-8.276,0.025,0.087,7.309,222.526,-39.218,7.847,1.847
-8.338,-0.053,0.014,14.158,193.112,-43.348,5.315,0.905
-8.250,0.040,0.050,56.054,259.208,-10.333,3.169,0.691
-8.270,0.032,0.081,13.965,230.594,-8.936,6.298,1.224
-8.262,-0.042,0.066,8.658,245.545,-1.431,8.441,1.999
-8.319,-0.007,0.094,6.087,204.600,-1.899,5.990,1.135
-8.281,-0.016,-0.032,10.475,103.127,-67.081,8.469,1.914
-8.285,0.061,0.008,-27.875,224.151,3.935,6.983,1.460
-8.309,0.061,0.003,65.196,239.760,16.173,5.449,0.932
-8.285,0.064,0.016,16.565,218.680,-14.732,6.098,1.195
-8.348,0.000,-0.017,-18.628,251.206,0.600,5.969,1.134
-8.279,-0.059,0.055,-28.908,195.834,-4.907,6.972,1.485
-8.366,0.009,0.020,48.531,245.976,-15.593,6.509,1.295
-8.305,-0.054,-0.009,1.056,222.653,-30.083,4.855,0.925
-8.250,0.009,-0.013,-37.775,193.868,5.194,2.987,1.043
-8.333,0.028,0.081,-36.927,212.719,-14.799,8.593,2.057
-8.292,0.005,-0.036,-79.188,237.459,-9.737,3.563,1.117
-8.354,-0.039,0.024,8.863,205.536,-0.871,5.883,1.005
-8.247,0.027,-0.002,-35.929,243.387,17.757,5.964,1.075
-8.333,-0.056,0.015,-17.383,192.901,-4.858,3.689,0.829
-8.249,-0.017,0.071,-60.564,220.186,24.768,8.117,1.834
-8.254,-0.049,0.027,27.589,223.862,18.372,8.333,1.972
-8.254,-0.016,-0.017,29.044,250.155,20.840,8.080,1.893
-8.280,0.064,0.029,24.039,251.335,6.370,9.376,2.342
-8.272,-0.016,-0.029,17.552,252.248,-6.931,7.848,1.819
-8.250,-0.039,0.050,-33.426,268.974,-7.452,8.601,1.143
-8.274,-0.059,0.013,-4.831,216.168,6.562,7.564,1.660
-8.249,-0.004,0.073,-7.649,201.327,35.713,3.199,0.627
-8.282,0.060,0.007,20.474,258.462,-7.888,8.745,1.183
-8.274,0.023,-0.028,28.453,250.375,-31.719,3.016,0.636
-8.248,-0.008,-0.012,-5.015,156.373,10.329,8.359,1.843
-8.336,0.027,0.080,-3.474,215.434,6.069,5.165,0.931
-8.329,0.047,0.068,-7.867,216.452,-13.055,5.457,1.011
-8.270,0.038,0.076,6.913,236.008,0.359,5.318,0.986
-8.242,-0.014,0.061,9.985,239.482,-9.212,8.199,2.149
-8.245,-0.024,-0.000,23.321,190.855,33.030,8.859,2.077
-8.325,-0.062,0.021,26.878,214.181,21.791,8.119,2.010
-8.271,0.034,0.080,-26.375,191.326,-6.350,5.088,0.966
-8.355,0.033,0.011,32.831,241.201,-12.710,6.082,1.245
-8.315,0.052,0.069,-10.966,227.655,-0.898,7.161,1.546
-8.322,-0.039,-0.020,-0.638,235.768,-7.761,5.712,1.027
-8.286,-0.026,0.090,26.611,228.642,21.414,5.604,1.026
-8.279,-0.063,0.039,58.719,219.098,11.855,4.278,0.955
-8.321,-0.049,0.071,-24.687,222.260,-1.638,7.391,1.643
-8.343,-0.014,0.079,-5.031,220.812,15.081,7.879,1.828
-8.348,-0.038,0.002,24.117,234.355,-2.800,8.975,2.148
-8.344,0.045,0.007,5.114,215.133,-8.503,7.888,1.778
-8.332,0.026,0.083,-7.872,205.486,-4.665,6.914,1.468
-8.348,-0.041,0.053,56.400,263.553,8.903,3.916,0.695
-8.350,0.044,0.038,15.262,224.214,-1.481,7.977,1.774
-8.350,0.040,0.010,-70.286,226.668,-38.301,4.748,0.827
-8.367,-0.004,0.035,-8.523,172.919,10.446,7.746,2.035
-8.325,-0.062,0.021,28.654,214.443,21.144,6.372,1.321
-8.364,-0.014,0.018,-6.571,215.503,5.939,3.763,0.622
-8.302,0.016,-0.035,-26.913,238.599,10.378,9.615,2.361
-8.235,-0.015,0.038,46.085,214.980,-23.069,5.581,1.047
-8.331,-0.058,0.039,15.490,229.337,-10.312,8.274,1.955
-8.259,-0.003,-0.023,17.786,227.330,-5.117,2.170,1.054
-8.321,0.062,0.018,49.340,234.839,-23.498,3.620,0.808
-8.250,-0.044,0.020,-4.686,252.156,-8.789,-0.456,1.319
-8.286,-0.062,0.052,44.469,251.839,-4.611,8.605,2.139
-8.316,0.013,0.094,123.313,205.202,-33.471,7.153,1.576
-8.239,-0.027,0.038,-57.117,233.734,51.901,7.408,1.706
-8.303,-0.043,0.081,62.164,217.450,-10.092,5.025,0.875
-8.332,0.032,-0.020,9.801,230.896,-14.536,4.572,0.882
-8.346,-0.005,-0.019,17.560,204.419,-13.466,5.205,0.916
-8.310,0.055,-0.007,5.255,240.434,-13.583,5.431,0.973
-8.304,-0.067,0.036,31.912,229.805,-6.698,6.573,1.205
-8.237,0.021,0.019,1.297,228.880,2.891,8.714,2.069
-8.329,-0.060,0.039,3.562,228.652,13.397,8.467,0.779
-8.352,0.020,0.067,-11.650,231.257,6.457,5.553,0.985
-8.261,-0.048,0.055,45.284,185.845,-4.795,8.970,2.221
-8.287,0.061,0.053,12.020,259.904,-22.789,9.038,2.055
-8.302,-0.055,0.068,39.639,219.119,3.149,9.072,2.237
-8.261,0.011,-0.024,13.561,254.942,1.441,6.479,1.229
-8.362,0.026,0.030,6.347,184.860,-5.450,7.762,1.852
-8.309,0.010,-0.036,0.800,240.648,7.548,3.552,0.608
-8.298,0.064,0.050,29.994,210.535,-18.727,3.927,0.726
-8.333,0.039,0.073,17.390,229.131,-14.431,6.464,1.264
-8.319,0.002,-0.034,-19.656,146.180,24.255,4.230,0.784
-8.319,-0.054,-0.005,30.108,230.646,-26.886,7.007,1.544
-8.258,0.005,-0.022,11.086,212.436,23.281,6.698,1.330
-8.306,0.039,-0.024,17.671,222.128,13.861,6.261,1.186
-8.316,-0.023,-0.031,-10.672,233.071,-4.279,4.835,0.827
-8.354,0.040,0.032,0.465,265.036,5.378,7.909,1.700
-8.348,-0.009,-0.016,-7.842,237.325,18.687,6.704,1.499
-8.329,-0.055,0.005,29.061,241.587,-4.161,4.037,0.657
-8.307,-0.058,0.063,-2.630,214.266,6.444,6.935,1.444
-8.332,0.047,0.065,13.628,255.174,-2.903,3.081,0.532
-8.289,0.060,0.057,4.548,230.268,16.335,7.732,1.932
-8.334,-0.045,-0.006,-0.153,224.350,6.525,7.042,1.663
-8.323,-0.058,0.005,45.119,199.020,2.970,6.483,1.295
-8.249,-0.004,-0.014,102.939,231.836,16.814,8.590,2.074
-8.335,0.009,0.086,17.089,193.149,9.404,5.874,1.099
-8.266,0.016,0.086,25.915,235.662,9.051,5.806,1.035
-8.348,-0.025,-0.009,15.526,244.378,-16.288,8.147,1.912
-8.319,0.006,-0.034,16.047,217.026,-9.796,6.221,1.232
-8.242,0.002,0.063,39.871,222.298,-13.650,2.418,0.683
-8.359,0.031,0.031,10.923,252.970,24.727,6.949,1.420
-8.333,-0.025,-0.022,16.514,234.412,-29.278,6.923,1.393
-8.347,-0.040,0.055,45.437,244.017,45.554,8.425,2.153
-8.364,-0.003,0.050,-14.688,197.264,-14.378,8.320,1.969
-8.346,-0.044,0.051,64.958,242.676,8.448,7.179,1.629
-8.331,-0.059,0.031,26.664,214.066,-6.065,6.287,1.476
-8.340,-0.053,0.037,-22.547,197.815,15.549,6.753,0.914
-8.294,-0.033,-0.028,-6.886,194.462,-7.724,7.705,2.068
-8.298,-0.007,0.097,7.493,224.171,-21.924,8.735,2.239
-8.266,-0.055,0.047,-10.614,219.597,-8.877,5.230,1.094
-8.283,0.063,0.045,-2.154,209.045,7.759,8.341,1.882
-8.284,-0.056,0.064,37.646,239.893,-32.559,4.761,0.936
-8.287,0.064,0.016,-41.503,203.415,-1.267,6.010,1.112
-8.247,0.032,0.054,21.296,181.983,16.022,8.283,2.107
-8.354,0.034,0.009,-4.232,222.121,-9.085,5.436,0.966
-8.268,0.058,0.038,27.157,213.062,-0.266,7.120,1.510
-8.266,0.016,0.086,25.507,235.468,9.062,9.379,2.261
-8.284,0.064,0.017,-13.998,249.127,-18.200,8.048,1.829
-8.258,-0.053,0.028,7.713,219.081,-5.090,4.153,0.685
-8.352,-0.025,-0.004,11.552,232.915,-10.810,4.661,0.842
-8.331,-0.023,0.085,25.050,221.405,-4.464,7.766,1.817
-8.300,-0.049,-0.016,-13.361,219.355,16.712,7.313,1.608
-8.278,-0.041,0.078,-11.593,233.728,8.003,6.546,1.226
-8.309,0.017,-0.034,-10.096,217.620,-44.509,9.169,2.032
-8.319,-0.064,0.032,8.623,216.441,0.746,3.551,0.789
-8.242,0.031,0.019,-13.189,230.196,7.975,6.990,1.525
-8.339,-0.035,-0.011,13.112,198.216,26.217,7.537,1.603
-8.315,0.011,-0.034,-6.629,234.572,1.435,7.626,1.683
-8.244,0.032,0.048,-36.433,203.643,4.710,4.627,0.835
-8.257,0.050,0.022,2.285,245.976,-15.979,4.816,0.814
-8.329,-0.035,-0.019,-2.419,214.942,-10.718,2.681,0.685
-8.266,0.035,0.076,-64.072,241.742,-25.471,4.282,0.780
-8.296,-0.066,0.043,0.233,226.967,7.748,4.732,0.888
-8.242,0.018,0.059,-6.079,224.558,6.633,3.575,0.693
-8.326,0.051,-0.005,-16.622,228.502,10.073,5.037,0.902
-8.259,-0.053,0.028,3.278,229.254,17.922,4.901,0.885
-8.259,-0.043,-0.001,26.022,232.513,14.732,4.547,0.863
-8.257,0.033,0.070,1.437,238.721,22.561,7.951,1.807
-8.294,0.066,0.024,-49.169,234.769,16.558,6.243,1.117
-8.263,-0.055,0.018,-11.789,209.698,14.311,3.634,0.651
-8.279,-0.033,-0.024,26.652,243.648,-11.563,8.537,2.086
-8.314,-0.059,0.058,-59.299,199.113,-14.667,9.212,2.217
-8.329,-0.012,-0.029,12.448,163.719,-38.099,7.667,1.717
-8.322,0.062,0.039,-35.563,254.225,7.127,4.606,0.913
-8.285,0.062,0.050,-8.342,232.627,13.673,5.628,1.003
-8.300,-0.042,0.083,-41.942,207.897,-12.875,7.757,1.770
-8.315,0.062,0.009,1.288,241.296,-32.851,9.069,2.157
-8.335,-0.050,0.057,53.610,212.445,19.127,7.001,1.426
-8.271,0.057,0.051,4.706,216.558,-5.468,7.497,1.630
-8.291,-0.013,0.095,-14.567,259.265,-46.576,6.234,1.109
-8.348,-0.021,0.072,55.723,209.301,-17.542,4.570,0.822
-8.257,-0.028,0.073,2.758,213.403,8.890,7.266,1.529
-8.278,-0.057,0.057,-17.472,226.123,-4.782,7.622,1.740
-8.293,-0.063,0.052,41.073,245.263,18.420,2.427,0.670
-8.271,-0.060,0.038,-10.741,247.628,-41.143,8.243,1.928
-8.244,0.036,0.028,27.485,237.411,12.597,3.839,0.630
-8.360,0.008,0.000,55.889,217.152,-11.800,9.255,2.215
-8.301,0.049,-0.015,35.564,222.926,1.700,5.180,0.908
-8.324,0.003,0.093,-7.452,240.146,0.816,4.571,0.880
-8.361,0.019,0.010,40.506,234.526,25.075,8.167,1.966
-8.300,-0.016,-0.035,-22.791,229.659,18.767,7.617,1.718
-8.344,-0.036,-0.006,-0.737,223.075,5.926,6.121,1.276
-8.236,0.018,0.035,-19.337,223.590,10.942,7.320,1.602
-8.249,0.019,0.069,4.940,219.476,4.637,7.035,1.449
-8.286,0.059,0.001,0.661,227.609,12.146,6.004,0.683
-8.366,-0.011,0.031,-143.155,206.335,-37.965,6.637,1.242
-8.303,0.006,0.097,10.129,238.282,3.713,8.377,1.937
-8.301,0.008,0.096,-1.005,230.071,-16.840,7.208,1.557
-8.309,0.036,0.086,53.091,263.309,-11.713,6.566,1.206
-8.339,0.033,-0.013,-20.384,199.967,-3.540,5.781,1.130
-8.321,-0.027,-0.027,-3.435,219.303,-17.347,7.383,1.632
-8.277,-0.055,0.061,23.120,238.449,14.518,8.098,1.900
-8.340,0.029,-0.015,-16.567,204.003,26.017,3.678,0.733
-8.360,-0.016,0.054,32.341,233.574,23.967,5.579,1.197
-8.287,-0.061,0.054,-26.373,239.857,4.145,6.803,1.365
-8.249,0.015,0.071,23.725,212.042,-24.458,4.056,0.939
-8.264,-0.039,-0.011,-18.857,226.675,-8.044,4.159,0.733
-8.338,0.003,-0.025,4.136,170.778,23.435,8.492,2.083
-8.357,-0.033,0.023,6.455,137.833,0.433,6.990,1.439
-8.240,-0.019,0.053,-32.684,206.415,-18.032,4.778,0.900
-8.252,-0.033,-0.004,17.802,219.210,16.633,3.540,0.693
-8.288,0.065,0.042,61.046,223.036,-4.831,6.557,1.330
-8.272,-0.033,-0.021,-30.984,212.617,-1.773,5.024,0.905
-8.329,-0.052,0.061,-0.566,213.409,13.716,2.733,0.564
-8.238,0.018,0.048,38.942,246.092,-3.974,2.632,0.855
-8.241,0.011,0.059,14.798,213.251,-4.366,2.457,0.700
-8.321,0.050,0.070,65.475,196.066,-4.526,8.599,1.997
-8.337,0.056,0.027,6.835,223.442,18.850,8.654,2.025
-8.328,-0.045,0.071,32.518,203.006,13.927,3.609,0.721
-8.253,0.025,0.071,23.537,250.732,-0.556,7.076,1.503
-8.262,-0.014,0.083,6.819,253.704,13.220,9.444,2.282
-8.362,-0.009,0.053,3.258,263.114,12.875,9.286,2.152
-8.263,-0.014,0.084,23.346,239.752,-56.167,7.744,1.774
-8.362,0.005,0.056,6.299,223.581,-1.679,5.440,0.962
-8.291,0.065,0.018,13.525,222.253,7.136,8.266,1.978
-8.288,-0.051,-0.012,-1.168,246.340,-7.211,5.611,1.034
-8.344,-0.021,-0.016,-28.870,221.447,-21.652,8.931,2.358
-8.359,0.031,0.022,28.215,230.658,-10.396,8.751,2.034
-8.314,0.055,-0.005,47.145,209.523,-20.470,6.652,1.225
-8.325,0.056,0.056,-26.580,219.509,19.086,4.791,0.839
-8.338,-0.009,-0.024,12.704,232.237,14.528,5.157,0.927
-8.337,0.031,-0.017,-44.309,247.998,-29.836,7.904,2.055
-8.244,-0.035,0.018,24.614,219.019,0.908,10.001,2.333
-8.321,-0.051,-0.007,-44.629,280.092,8.059,4.408,0.898
-8.278,0.022,0.089,36.242,220.655,-10.457,6.460,1.328
-8.288,-0.001,0.096,42.650,237.772,-17.465,5.444,1.048
-8.339,-0.045,0.000,-15.260,223.724,-7.368,3.510,0.710
-8.300,0.066,0.038,-20.881,228.124,9.872,6.409,1.268
-8.268,0.047,0.066,-3.683,223.398,3.752,4.660,0.791
-8.344,-0.004,-0.020,-10.628,237.171,-11.410,5.417,0.921
-8.327,0.009,0.091,-6.349,223.678,3.339,7.734,1.756
-8.257,0.036,-0.006,40.337,223.316,19.346,8.883,2.149
-8.346,0.010,-0.017,12.548,215.597,-32.115,6.295,1.211
-8.249,-0.043,0.023,9.500,219.685,-6.717,7.716,1.799
-8.283,0.030,0.087,-42.201,248.064,58.567,9.088,2.148
-8.260,0.009,0.083,-11.048,229.116,0.116,8.431,2.111
-8.342,0.033,-0.010,-13.724,188.497,10.738,5.523,0.930
-8.281,0.064,0.027,26.312,246.527,-0.641,5.488,1.196
-8.317,-0.024,0.090,-1.015,255.705,5.314,8.155,1.838
-8.250,0.034,0.058,-46.572,249.116,-12.629,6.490,1.233
-8.311,-0.048,0.075,47.741,238.633,17.646,7.847,1.842
-8.268,-0.056,0.011,5.647,233.986,-4.086,6.797,1.417
-8.267,0.050,0.059,15.414,250.406,1.674,7.001,1.458
-8.356,-0.017,-0.002,-5.038,237.788,-3.198,6.604,1.335
-8.279,-0.014,-0.032,10.383,216.591,-44.667,8.791,2.050
-8.284,0.060,0.005,-71.773,200.533,10.346,8.734,2.027
-8.239,0.025,0.017,-1.928,227.863,-0.348,5.303,0.917
-8.335,0.056,0.041,-6.019,238.654,8.340,7.660,1.873
-8.327,0.056,0.004,-25.489,235.068,-14.375,4.185,0.707
-8.345,0.027,-0.012,-26.371,231.605,-2.025,4.629,0.793
-8.252,0.038,0.056,-20.720,227.616,1.421,6.834,1.557
-8.312,0.065,0.039,12.154,217.339,21.155,8.352,1.925
-8.260,0.036,-0.010,41.498,238.411,5.920,7.660,1.822
-8.297,-0.062,0.006,29.618,221.765,8.574,4.613,0.857
-8.247,0.036,0.011,-14.795,230.272,4.778,4.946,0.840
-8.283,-0.059,0.003,-86.312,237.604,23.375,8.290,2.035
-8.352,0.031,0.057,46.016,215.214,-5.008,3.390,0.706
-8.260,-0.036,0.069,0.936,224.379,-5.336,8.050,1.892
-8.312,0.061,0.054,-11.277,251.119,-5.350,8.815,2.158
-8.329,0.025,-0.025,3.440,230.453,-22.386,8.655,2.029
-8.359,-0.002,0.061,-20.496,221.561,0.715,5.604,1.054
-8.240,-0.017,0.054,-21.704,247.518,-10.886,9.028,2.178
-8.309,0.010,-0.035,0.852,240.948,6.487,3.615,0.619
-8.360,0.018,0.007,47.275,248.506,42.942,5.917,1.018
-8.256,-0.025,-0.014,-0.233,187.496,5.404,6.930,1.484
-8.302,0.067,0.025,23.739,251.663,4.426,7.232,1.517
-8.259,-0.038,-0.006,-10.088,194.932,-5.079,3.395,0.765
-8.264,-0.054,0.015,-34.341,235.678,3.103,6.009,1.207
-8.252,0.046,0.040,19.840,250.314,-5.251,3.859,0.620
-8.351,-0.002,-0.013,8.698,246.620,-6.819,5.060,1.018
-8.272,0.056,0.053,-5.149,242.557,-16.024,9.698,2.465
-8.349,-0.033,-0.001,-3.631,181.209,13.035,8.306,1.853
-8.356,0.013,-0.004,5.438,229.208,-7.380,4.167,0.790
-8.243,-0.028,0.050,8.707,179.903,-27.475,5.126,0.948
-8.315,-0.064,0.041,24.808,224.034,3.193,6.914,1.447
-8.298,0.048,-0.016,50.638,179.917,0.376,4.759,0.827
-8.336,0.003,0.086,-50.108,239.642,-6.251,5.676,1.094
-8.366,-0.011,0.037,-7.848,234.330,1.945,4.709,0.803
-8.237,0.021,0.024,27.829,245.429,5.360,6.341,1.171
-8.365,-0.012,0.040,33.711,255.422,-7.870,6.293,1.128
-8.311,-0.065,0.018,18.300,250.631,-32.485,0.216,1.203
-8.273,0.061,0.024,38.298,228.303,-2.681,8.950,2.101
-8.270,-0.060,0.033,60.889,208.889,8.202,6.507,1.231
-8.245,0.000,-0.008,-21.705,236.395,8.394,5.168,0.872
-8.341,0.043,0.061,-4.538,258.566,8.639,4.551,0.889
-8.236,0.004,0.050,-67.700,196.371,-0.168,8.193,2.001
-8.304,-0.066,0.036,54.865,252.354,-17.988,6.031,1.103
-8.360,0.014,0.003,23.802,243.665,-2.030,2.725,0.677
-8.347,-0.019,-0.014,24.148,214.444,4.462,8.177,1.804
-8.250,-0.044,0.029,-72.600,224.645,-41.326,4.780,0.947
-8.280,0.064,0.032,23.728,210.066,2.619,8.875,2.202
-8.341,0.045,0.057,50.242,230.071,-28.958,9.401,2.462
-8.272,-0.033,-0.021,-32.514,211.812,-0.360,3.346,0.659
-8.252,-0.000,-0.016,-14.789,232.859,5.665,7.400,1.825
-8.341,-0.052,0.040,-5.567,248.746,3.664,9.044,2.265
-8.320,-0.006,0.094,41.070,209.663,-4.992,2.987,0.656
-8.236,0.011,0.047,-1.344,236.311,13.751,7.631,1.747
-8.235,0.003,0.015,-68.739,237.155,24.986,8.656,0.894
-8.271,0.058,0.012,-27.182,204.668,18.672,4.993,0.858
-8.272,0.032,0.082,12.496,256.853,-11.195,5.983,1.067
-8.295,-0.065,0.016,-48.137,171.654,1.087,7.263,1.544
-8.273,-0.029,0.084,-27.730,226.265,0.788,4.651,0.827
-8.344,0.038,0.063,-35.475,249.240,16.922,2.895,1.070
-8.343,0.034,0.068,-5.260,216.276,-11.380,4.359,0.736
-8.252,-0.012,-0.015,8.541,237.703,-1.586,9.000,2.201
-8.266,0.057,0.028,17.341,254.628,-10.629,7.268,1.853
-8.360,-0.011,0.057,-31.531,204.193,-7.480,9.303,2.325
-8.354,0.016,-0.006,-5.090,222.936,-3.125,7.558,1.742
-8.280,0.039,-0.021,28.926,260.279,-3.978,7.961,2.127
-8.289,-0.063,0.050,-81.930,130.019,-12.994,6.811,1.281
-8.308,-0.066,0.034,-9.605,246.825,7.741,0.080,0.859
-8.326,-0.009,0.091,-23.175,230.235,-14.637,6.404,1.239
-8.294,-0.064,0.049,12.795,224.917,13.023,7.913,0.692
-8.363,-0.015,0.015,-30.780,225.655,6.601,8.713,2.172
-8.335,0.017,0.084,34.039,246.672,-15.526,9.559,2.390
-8.307,0.064,0.049,-80.029,234.210,-4.619,5.660,1.102
-8.272,-0.038,0.077,-61.451,197.378,34.693,9.215,2.231
-8.327,-0.046,0.071,35.400,240.029,18.772,7.191,1.527
-8.338,-0.030,0.076,-24.070,222.505,-11.629,4.493,0.787
-8.325,0.062,0.036,-24.035,260.192,6.744,7.573,1.570
-8.253,-0.045,0.044,25.650,235.588,13.315,8.011,0.700
-8.329,0.046,0.068,20.311,230.620,-7.552,8.792,2.132
-8.281,-0.036,0.083,9.616,239.672,-1.703,9.158,2.286
-8.337,0.008,0.085,-13.753,221.696,-4.032,5.213,0.952
-8.292,0.043,-0.020,39.597,244.031,-20.266,8.959,2.069
-8.241,-0.030,0.021,-25.271,233.611,-10.836,8.601,2.134
-8.250,0.040,0.010,51.364,238.671,40.780,8.228,1.763
-8.252,-0.045,0.038,30.633,245.650,2.105,8.392,1.924
-8.293,-0.046,-0.018,58.070,209.410,13.962,8.262,1.896
-8.269,-0.030,-0.021,10.840,232.267,21.754,7.929,1.817
-8.340,0.054,0.032,-19.971,160.287,16.253,6.292,1.245
-8.317,0.057,-0.000,19.072,253.875,-20.619,5.789,1.071
-8.234,-0.012,0.026,50.417,237.286,18.322,3.670,0.705
-8.363,-0.016,0.014,-24.304,232.680,-33.075,7.375,1.668
-8.243,-0.001,-0.005,28.976,250.855,-24.703,6.029,1.115
-8.328,-0.060,0.030,-16.492,233.223,-3.297,6.701,1.344
-8.263,-0.042,-0.006,-12.785,226.822,20.368,6.756,1.380
-8.241,-0.026,0.046,-15.413,222.942,-34.842,7.614,1.737
-8.362,-0.012,0.052,15.293,248.057,11.764,5.989,1.107
-8.283,-0.057,-0.001,16.456,253.694,-3.306,8.936,2.168
-8.310,0.020,-0.033,-6.858,198.419,-1.122,3.165,0.730
-8.310,0.022,0.092,-22.257,236.127,2.414,6.884,1.403
-8.281,-0.023,-0.030,10.890,226.118,-2.593,5.310,0.936
-8.270,0.020,0.087,-20.873,153.985,2.817,7.697,1.800
-8.296,0.061,0.056,30.659,256.023,2.211,7.544,1.630
-8.308,0.054,0.068,2.829,203.397,-6.553,6.100,1.124
-8.250,0.036,0.056,53.949,217.544,4.519,8.039,1.891
-8.310,-0.066,0.032,-15.029,229.930,-4.258,3.977,0.680
-8.292,-0.039,-0.023,-33.413,197.015,15.825,4.208,0.749
-8.303,0.063,0.008,-42.548,199.072,-5.816,4.878,0.864
-8.313,0.065,0.037,102.252,-0.972,116.883,6.030,0.880
-8.365,0.000,0.014,20.660,270.272,-68.936,9.109,2.229
-8.264,0.008,-0.026,15.271,243.090,-1.510,3.739,0.634
-8.258,0.012,-0.020,63.136,198.882,2.334,7.987,1.732
-8.342,0.033,-0.009,44.171,214.860,-15.747,5.844,1.052
-8.262,-0.007,-0.025,-58.932,194.377,-2.684,7.912,1.948
-8.285,-0.031,0.087,-1.815,195.858,-17.992,4.489,0.852
-8.239,0.003,0.002,14.966,253.805,13.854,9.011,2.164
-8.238,0.022,0.039,-25.625,231.122,-10.433,3.800,0.692
-8.342,-0.052,0.032,38.091,206.397,-0.591,8.692,2.217
-8.287,0.043,-0.019,-11.157,218.404,17.015,3.906,0.689
-8.327,0.010,0.090,-20.596,236.887,-5.103,9.010,2.293
-8.246,-0.038,0.017,19.002,258.009,-4.017,5.653,1.031
-8.299,0.051,-0.014,27.210,250.522,12.420,9.318,2.242
-8.303,0.041,-0.023,-26.355,183.835,-41.994,7.406,1.677
-8.346,0.022,-0.013,-27.863,203.461,0.617,7.071,1.503
-8.343,0.006,0.081,-12.923,205.395,-0.729,6.422,1.265
-8.239,0.025,0.039,15.151,187.418,-2.041,7.394,1.648
-8.299,0.025,-0.032,26.235,235.701,-12.199,5.911,1.074
-8.275,-0.003,-0.032,-3.882,254.633,-13.988,8.140,2.106
-8.318,0.014,-0.033,32.976,218.892,-10.827,8.120,1.887
-8.361,-0.026,0.030,7.579,237.417,10.230,8.795,2.163
-8.291,-0.060,0.059,-10.654,224.698,6.919,7.233,1.818
-8.291,-0.036,-0.026,-36.057,249.680,-8.256,7.174,1.798
-8.313,-0.014,-0.034,12.262,209.930,19.091,8.488,2.001
-8.318,0.014,-0.033,32.576,219.007,-10.978,7.976,1.848
-8.321,-0.013,-0.032,9.504,236.252,4.489,6.040,1.201
-8.244,-0.006,-0.006,13.909,253.112,15.240,8.925,2.018
-8.303,-0.061,0.002,76.943,217.404,-1.637,5.699,1.052
-8.286,0.065,0.027,-17.863,217.785,-3.543,5.889,1.035
-8.314,0.055,-0.005,-41.558,235.758,27.292,6.890,1.347
-8.326,-0.031,-0.023,-5.128,205.008,-56.807,7.693,1.632
-8.248,-0.042,0.025,22.868,179.474,-12.948,7.691,1.809
-8.315,0.049,-0.013,-18.878,225.477,-4.257,4.313,0.750
-8.312,0.010,-0.035,-35.993,228.001,5.497,7.880,1.672
-8.263,-0.042,-0.006,-12.601,226.404,20.579,9.294,2.255
-8.320,0.055,0.062,-59.412,252.649,4.877,8.208,1.801
-8.303,0.016,0.095,-13.297,236.836,-1.371,6.779,1.377
-8.265,-0.045,-0.005,27.265,227.937,-10.419,8.122,1.930
-8.296,0.027,-0.031,-7.674,237.390,-2.154,7.550,1.636
-8.322,0.056,0.002,-2.133,216.603,2.091,4.846,0.833
-8.234,-0.012,0.030,54.899,223.228,-10.954,6.169,1.171
-8.289,-0.065,0.019,0.182,193.434,-36.041,5.262,1.004
-8.296,-0.063,0.008,-9.204,233.271,0.324,5.477,1.023
-8.287,-0.017,-0.033,42.000,238.851,-5.780,3.897,0.688
-8.337,-0.047,0.059,31.545,211.754,-1.361,9.256,2.217
-8.262,-0.023,-0.020,32.718,248.978,-27.781,6.542,1.272
-8.243,-0.003,0.065,-87.557,162.303,1.086,7.773,1.866
-8.336,0.055,0.019,-19.146,172.721,2.049,7.761,2.101
-8.300,0.039,-0.024,-111.418,157.012,-74.630,9.004,2.174
-8.249,0.043,0.026,0.596,254.363,-7.921,2.906,0.631
-8.335,-0.027,0.080,96.172,203.743,-17.559,5.773,1.068
-8.245,0.003,-0.008,-70.848,249.180,9.617,5.902,1.039
-8.238,-0.005,0.054,9.672,256.954,6.382,5.473,0.975
-8.366,0.007,0.027,9.132,231.220,4.843,2.743,0.721
-8.360,0.027,0.023,25.287,220.656,10.036,7.401,1.006
-8.247,0.007,-0.010,-10.619,222.878,-24.382,8.749,2.128
